0.097866,0.035906,0.0036193,0.035576,0.0044797,0.033117,0.0027793,0.025688,0.0032687,0.016795,0.018612,0.019771,0.016787,0.01243,0.011987,0.012549,0.01321,0.050419,0.027201,0.044068,0.018108,0.03959,0.017504,0.042981,0.019208,0.059653,0.04833,0.035127,0.042933,0.065746,0.068606,0.032102,0.041343,0.057459,0.034301,0.047003,0.031423,0.12086,0.033459,0.047565,0.04158,0.025313,0.023272,0.017995,0.020357,0.022245,0.02303,0.022324,0.024821,0.011848,0.030923,0.014119,0.025269,0.0154,0.032336,0.010563,0.031034,0.93174,0.2233
0.13443,0.048332,0.0052503,0.050445,0.0045371,0.053828,0.0050003,0.046213,0.0051594,0.026705,0.027567,0.02698,0.027334,0.02599,0.025339,0.022261,0.022869,0.11818,0.046498,0.1243,0.044987,0.10122,0.037449,0.097553,0.040518,0.19548,0.20812,0.14739,0.13169,0.18567,0.16288,0.13269,0.14836,0.20217,0.09714,0.11921,0.075948,0.13693,0.072673,0.11226,0.093857,0.051015,0.051169,0.043162,0.040118,0.036383,0.039845,0.044823,0.049138,0.027427,0.048834,0.021716,0.040449,0.02096,0.046524,0.027652,0.047682,0.65541,0.34176
0.20463,0.11012,0.0068874,0.049833,0.0084931,0.11458,0.0062762,0.043089,0.0063488,0.033545,0.031253,0.032257,0.031171,0.028416,0.02494,0.025194,0.027043,0.10002,0.064604,0.10712,0.02864,0.08263,0.047429,0.092789,0.027324,0.26824,0.28871,0.075922,0.06872,0.20284,0.2283,0.079316,0.078777,0.26987,0.07884,0.062901,0.059673,0.18461,0.069053,0.065302,0.078608,0.057941,0.054822,0.04436,0.037297,0.041744,0.049259,0.050736,0.058251,0.031891,0.098117,0.023474,0.038073,0.022261,0.097384,0.026986,0.045255,0.41359,0.50279
0.13922,0.054115,0.0057995,0.048118,0.0050425,0.050287,0.0042277,0.047146,0.0050207,0.023256,0.023568,0.022631,0.021685,0.017947,0.018444,0.019637,0.02245,0.09699,0.034763,0.081412,0.02655,0.10455,0.031281,0.099896,0.026778,0.15784,0.16308,0.077969,0.10971,0.17141,0.16195,0.085071,0.095895,0.2072,0.056612,0.14171,0.070091,0.2451,0.059926,0.13849,0.064875,0.040368,0.041268,0.045434,0.043789,0.04536,0.046097,0.041204,0.042254,0.027453,0.047069,0.0351,0.037354,0.03895,0.049401,0.031315,0.041016,0.6968,0.33728
0.32233,0.094071,0.012336,0.080314,0.014441,0.10284,0.010309,0.073118,0.011117,0.040836,0.03915,0.040238,0.041927,0.038109,0.034805,0.032282,0.034804,0.075843,0.04795,0.077806,0.038305,0.073828,0.040393,0.063993,0.034267,0.091338,0.086432,0.061586,0.063092,0.088454,0.074727,0.049129,0.058889,0.075794,0.05875,0.054609,0.056884,0.063895,0.04831,0.049124,0.061366,0.046742,0.048738,0.043671,0.0395,0.036853,0.038948,0.045247,0.045466,0.024037,0.096749,0.021157,0.071589,0.018773,0.091444,0.021159,0.079579,0.50899,0.67
0.13085,0.060726,0.0044003,0.042238,0.0041936,0.062149,0.0032565,0.035281,0.0037704,0.023402,0.022541,0.025169,0.026066,0.021173,0.017449,0.018774,0.020373,0.11528,0.042943,0.12034,0.034429,0.091985,0.035015,0.10228,0.02996,0.18873,0.18749,0.12649,0.1248,0.19659,0.2061,0.09563,0.15605,0.19028,0.098925,0.11197,0.071397,0.19236,0.077554,0.10957,0.090827,0.047673,0.048836,0.041997,0.035808,0.039232,0.039392,0.044088,0.043845,0.026857,0.053957,0.022407,0.030574,0.02778,0.050656,0.027875,0.035948,0.66382,0.32686
0.21189,0.06709,0.0061494,0.080686,0.010195,0.065275,0.0074265,0.075488,0.0077798,0.046501,0.053014,0.051665,0.04804,0.041732,0.042385,0.044583,0.041734,0.16203,0.084818,0.15515,0.073624,0.14007,0.068609,0.12825,0.068809,0.22106,0.20955,0.19812,0.17501,0.17739,0.17008,0.17572,0.18462,0.15753,0.13012,0.12807,0.11664,0.11097,0.10078,0.11648,0.12855,0.069289,0.0653,0.048652,0.052087,0.057378,0.05419,0.06088,0.068131,0.023747,0.064413,0.016966,0.06829,0.018334,0.064817,0.019381,0.076393,0.31817,0.49548
0.19687,0.066949,0.0084945,0.068255,0.0073104,0.063524,0.0069749,0.068283,0.0074279,0.038013,0.037272,0.033759,0.033911,0.033041,0.034283,0.033547,0.035169,0.11646,0.049211,0.093856,0.052056,0.11006,0.044628,0.10445,0.05879,0.11362,0.090412,0.11281,0.12281,0.10614,0.094436,0.12387,0.12927,0.10771,0.065927,0.15011,0.078228,0.11883,0.072112,0.16058,0.083987,0.049409,0.049696,0.051411,0.050809,0.050338,0.055538,0.055327,0.052764,0.025609,0.056704,0.026202,0.060414,0.028985,0.059764,0.027642,0.063626,0.64953,0.46758
0.1897,0.062179,0.0070235,0.055538,0.0077823,0.05929,0.0060435,0.052156,0.0068745,0.029648,0.029571,0.028242,0.031112,0.026316,0.023757,0.026586,0.029205,0.13137,0.048927,0.10805,0.035987,0.10293,0.043362,0.10686,0.04207,0.22156,0.18679,0.11027,0.11491,0.19342,0.15666,0.12301,0.14951,0.23235,0.083559,0.10706,0.079753,0.18249,0.078661,0.13939,0.10233,0.050899,0.045922,0.044207,0.04309,0.047818,0.050365,0.050417,0.051523,0.030036,0.054217,0.02313,0.047818,0.029874,0.058201,0.033149,0.049997,0.56115,0.42554
0.082353,0.047649,0.002802,0.03377,0.0029853,0.046333,0.0019656,0.031109,0.0024852,0.019699,0.018582,0.017306,0.018177,0.016579,0.0154,0.01677,0.019227,0.09386,0.034805,0.078462,0.026533,0.086486,0.032004,0.081432,0.031195,0.16594,0.14344,0.089126,0.092358,0.16232,0.16741,0.088383,0.11075,0.17295,0.052419,0.10203,0.056425,0.20261,0.052797,0.10961,0.068916,0.034197,0.033629,0.034317,0.032589,0.035074,0.036693,0.038261,0.037489,0.021362,0.037783,0.024136,0.026482,0.024299,0.039099,0.022082,0.0294,0.79186,0.24816
0.2289,0.097091,0.008809,0.072456,0.0085361,0.099649,0.0079291,0.08239,0.0079814,0.034091,0.030189,0.028842,0.033066,0.036558,0.03227,0.030332,0.032127,0.10632,0.03711,0.096762,0.039497,0.13708,0.042069,0.10991,0.036002,0.12633,0.11527,0.087985,0.13762,0.1573,0.12969,0.090644,0.11159,0.11276,0.06399,0.12087,0.099705,0.16852,0.069584,0.1087,0.076146,0.04798,0.055652,0.066624,0.063627,0.056713,0.05839,0.055081,0.049316,0.03264,0.082926,0.038392,0.0678,0.038427,0.082438,0.028418,0.063331,0.51031,0.57113
0.16905,0.077065,0.0069678,0.047262,0.0065291,0.075783,0.0059655,0.037745,0.0058763,0.023903,0.021685,0.0219,0.024508,0.020456,0.016598,0.016608,0.01919,0.14694,0.037772,0.13491,0.021494,0.061507,0.033208,0.079957,0.019471,0.11557,0.15028,0.061752,0.044823,0.10624,0.15014,0.050504,0.049132,0.29969,0.063304,0.081329,0.035929,0.15234,0.048253,0.10511,0.045255,0.055493,0.052398,0.034503,0.030852,0.036849,0.040048,0.055302,0.054416,0.064005,0.064856,0.023123,0.034316,0.029255,0.065729,0.088069,0.040924,0.67748,0.4215
